|filename                                                    | depth     | fanout    | filesize  | disk (blk)|
|./lib/.build-id/1b/780919ff66b649a98ee958ef749b248e9141db.1 | 4         | 0         | 51        | 0         |
|./lib/.build-id/1b/780919ff66b649a98ee958ef749b248e9141db   | 4         | 0         | 51        | 0         |
|./lib/.build-id/1b/780919ff66b649a98ee958ef749b248e9141db.2 | 4         | 0         | 47        | 0         |
|./lib/.build-id/35                                          | 3         | 1         | NA        | NA        |
|./lib/.build-id/35/46bca4ea326ac1b44246d18aae86c9b1deccb2   | 4         | 0         | 23        | 0         |
|./lib/.build-id/c6                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/c6/01c3075a00d623cc7c9f26031fdd22cf2bd7c9   | 4         | 0         | 46        | 0         |
|./lib/.build-id/c6/09aab3b4df4845c113413e6919b6c4bb535f85   | 4         | 0         | 22        | 0         |
|./lib/.build-id/bc                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/bc/edf9462ffe5958d04cf58f6157b896b0283121   | 4         | 0         | 23        | 0         |
|./lib/.build-id/bc/42e9e58b2b439e20409f979186b10027aa4d10   | 4         | 0         | 28        | 0         |
|./lib/.build-id/a5                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/a5/ff0c54f984c99ad71ae5aebc76361fe52a5f11   | 4         | 0         | 25        | 0         |
|./lib/.build-id/a5/7469d7112a918bad91dd6d22d5c6263182cdfe   | 4         | 0         | 37        | 0         |
|./lib/.build-id/55                                          | 3         | 2         | NA        | NA        |
|./lib/.build-id/55/7a5748baf7f8a0b7cca7235ee117ac45414ea6   | 4         | 0         | 39        | 0         |
|./lib/.build-id/55/650b3b2e64235f6df45f14b3235bd0699003b9   | 4         | 0         | 43        | 0         |
|./lib/.build-id/38                                          | 3         | 4         | NA        | NA        |
|./lib/.build-id/38/4902c57a3bc6edfb9a79dbb961aa0b860239b2   | 4         | 0         | 24        | 0         |
|./lib/.build-id/38/41ba15bbec17ebe2114fceb1156d3425d80cad   | 4         | 0         | 22        | 0         |
